16.780243 9.904359 3.468309
17.733853 10.159799 3.545631
16.288416 10.762118 3.522760
18.400715 7.077899 5.020508
18.480640 6.106142 4.847592
19.267543 7.454608 4.725029
13.715198 6.469203 12.766020
14.428011 6.476855 12.078679
13.891338 5.652139 13.297048
7.302189 0.486864 9.989736
8.149425 -0.008042 10.123376
6.846021 0.004065 9.255282
2.912381 5.581276 1.180797
2.781324 4.881086 0.492933
2.084378 5.554217 1.723281
4.172062 19.047192 1.341555
4.380654 19.946331 0.982896
5.053053 18.602731 1.424726
18.763319 15.738203 7.775380
19.701603 16.052064 7.816778
18.827142 14.808928 7.439250
7.755421 10.726830 15.174398
7.454197 10.389996 14.293258
7.968780 11.680710 15.015656
12.028311 17.288664 16.755200
12.608045 18.086213 16.663419
12.609913 16.528584 16.500982
13.963269 17.454246 10.759557
14.735935 17.081474 11.254154
14.317384 17.647406 9.855178
13.551890 2.976073 8.686177
13.421075 2.932322 9.666774
13.295333 2.076508 8.361259
4.647933 12.859467 7.256178
5.629773 12.739507 7.303062
4.284819 11.938211 7.262831
18.180668 17.920536 16.191003
18.598376 18.254683 17.024349
18.562610 17.015257 16.067718
4.096670 19.690321 16.474661
4.005308 19.637289 15.490060
3.939527 18.764403 16.788652
2.864675 17.435363 13.970896
2.163496 16.736130 13.975377
2.363456 18.289248 13.954453
12.920479 3.049472 0.223174
13.698317 2.889483 0.814756
12.205652 2.471536 0.591442
13.057098 1.316153 16.402671
13.706630 1.585525 17.099913
13.309179 0.386024 16.174804
1.463301 2.373348 7.798743
2.035994 1.850398 8.414490
2.050211 2.578340 7.027949
6.719688 11.151288 0.912788
7.087603 10.315923 1.296718
7.387291 11.845384 1.143321
10.184517 4.769639 15.751716
9.335319 5.088078 16.149280
10.877579 5.360044 16.141198
13.837507 12.238084 18.972466
13.710405 12.830980 19.755357
12.920186 11.971412 18.711664
4.826342 5.927219 13.288734
5.054089 5.410490 12.475272
5.647862 6.440270 13.494871
7.389891 17.514282 16.081245
7.996693 17.136643 15.395840
6.927416 18.258665 15.620139
4.432964 7.963871 11.750786
4.865846 8.836221 11.930278
5.177897 7.366597 11.488207
16.791047 9.211205 17.392407
17.390216 8.433279 17.264244
17.102403 9.876295 16.728087
11.606575 2.881918 15.551406
11.103732 2.696728 16.384144
12.337443 3.488078 15.832492
9.474859 10.016751 12.134099
9.899917 10.742567 11.611493
9.046624 9.438918 11.453414
2.177041 11.950658 15.973251
2.428644 12.657315 15.326775
2.885502 11.982988 16.664370
2.518955 15.194338 6.805607
3.306941 14.615269 6.649541
2.617738 15.929779 6.149880
17.927402 10.318717 5.752209
17.432561 9.467884 5.860906
18.881208 10.052520 5.750362
7.092373 19.100634 2.304713
8.078869 19.185986 2.316499
6.762516 19.999722 2.556592
3.659807 3.420309 13.660458
2.820110 2.921621 13.824221
4.342952 2.936392 14.189368
18.512078 1.465668 6.344250
18.908196 0.627177 5.996941
17.539955 1.281862 6.386684
10.120749 12.363047 4.074642
9.919925 11.510242 3.613131
11.085227 12.513961 3.908458
6.992278 4.060717 4.842743
7.512102 3.519972 5.489255
6.122967 3.592126 4.769745
9.291134 13.877078 1.398393
8.314070 13.808438 1.544114
9.691607 13.543430 2.240361
4.870477 14.743460 1.924290
4.637265 14.962234 0.987087
3.998229 14.681124 2.388946
0.581936 7.328515 17.011098
-0.006550 7.263249 16.217358
0.004343 7.713774 17.717194
11.028259 12.349263 9.784343
11.712095 12.864817 10.281506
10.191462 12.490521 10.294662
18.940025 3.867391 11.808963
18.941672 3.473361 12.717444
19.871872 4.171749 11.668835
7.823586 0.999826 17.590010
8.600075 0.990475 16.975538
7.684808 0.048904 17.828959
7.419433 20.004319 6.545413
6.884045 19.208099 6.790346
8.289691 19.636489 6.248832
16.488648 3.638488 3.877116
17.258900 4.176422 4.190067
15.778934 4.304403 3.694162
16.824456 5.514292 2.186528
17.598117 5.663063 1.586599
16.775149 6.336407 2.736350
12.415728 3.224778 6.564672
11.728045 2.552993 6.327196
11.898365 4.026940 6.828261
15.149376 15.599052 8.984600
15.157752 14.838017 8.351076
15.441844 16.375318 8.443783
0.776518 4.218450 15.807265
1.284640 4.926408 16.277590
1.179682 3.371384 16.124355
2.734090 19.178194 8.642208
1.809229 19.480575 8.458371
2.723065 18.208900 8.439829
13.295968 8.830922 1.285618
13.086601 7.865582 1.355508
14.271697 8.861788 1.119461
12.032069 14.740834 5.311936
12.040408 15.630530 5.746643
11.234054 14.758508 4.725874
15.485031 13.666821 10.825190
15.881383 14.574131 10.808114
14.507197 13.823076 10.819374
10.583683 14.339501 11.737959
9.851102 14.957627 11.986645
11.010285 14.101103 12.599229
2.892495 4.690833 12.041569
1.978511 4.519135 11.701347
2.880385 5.642183 12.316152
3.778383 0.086893 15.463948
3.981688 1.050343 15.358925
3.432825 0.005565 16.388385
7.134946 15.656701 1.716913
7.962963 16.186188 1.837868
6.417749 16.334009 1.630365
13.696285 11.457008 0.456422
12.813876 11.532586 0.013432
13.491577 11.491369 1.424680
17.909010 18.527392 0.644237
17.098867 18.075610 0.297595
17.609426 19.447700 0.853738
18.512509 6.103418 16.131097
19.120007 5.705731 16.804439
19.087007 6.258726 15.339617
15.196356 10.476749 12.100089
15.917525 10.326946 11.438217
14.358734 10.370586 11.582665
5.282618 9.895316 7.982761
5.663042 8.981300 8.003980
4.302207 9.756028 7.981101
9.307233 6.389757 6.663248
8.897112 5.867929 5.928337
9.625726 5.706276 7.305140
13.767121 14.498143 16.495373
14.669217 14.120055 16.340874
13.407433 13.978308 17.257610
18.413771 1.861046 16.892246
18.360146 1.051058 17.459381
19.188696 1.696967 16.297958
15.605314 17.253972 13.431987
16.138120 17.931808 13.919076
14.922240 16.958889 14.085397
8.485559 14.776703 5.385029
9.101712 14.912058 6.148333
8.603547 13.825404 5.136597
15.217886 6.369854 14.876037
14.940370 7.202505 14.417478
16.150156 6.542791 15.161649
4.675868 16.252850 8.235077
5.002894 16.639039 7.383896
5.256775 15.465967 8.389898
4.255871 4.628736 19.325318
4.302684 5.358548 19.992987
4.081034 3.813930 19.860231
15.075374 19.207501 19.051867
14.161699 19.524993 18.839745
15.497271 19.966144 19.528388
10.160758 6.985113 2.349203
10.143636 7.447534 1.473718
10.367167 6.042253 2.127797
18.119500 1.010414 9.827490
18.967946 1.268349 10.268181
18.242326 1.272061 8.880356
7.492440 17.332160 -0.010965
6.728848 17.936849 0.167578
8.273764 17.796375 0.382285
-0.090744 20.000957 10.876018
0.007050 19.252028 11.516441
0.612406 19.840571 10.197442
17.602030 0.710359 4.202968
16.914561 -0.000166 4.146930
17.084399 1.553160 4.251475
11.255538 10.469848 16.050071
12.009176 9.886741 15.780600
11.495786 10.781816 16.958678
3.516789 6.277844 4.505770
2.940289 6.249027 3.701148
2.973826 5.851025 5.215436
13.738726 19.191099 12.957183
13.250710 19.998201 12.655478
14.670521 19.499339 13.088920
12.390358 9.532930 18.832862
12.869125 9.366606 17.982146
12.547356 8.715816 19.369783
7.857983 2.078831 0.108429
7.317496 2.885238 0.303828
7.202689 1.336428 0.102322
16.806155 11.679135 8.800909
16.041768 12.208156 9.142154
16.603425 10.748029 9.070263
13.362511 8.192198 16.127279
14.214496 8.681194 16.002368
13.637182 7.260981 16.322214
6.219871 12.527483 9.563866
6.549792 13.420750 9.292156
7.040961 11.993156 9.708482
15.613246 0.273307 13.563691
16.463793 0.000682 13.136089
14.912830 0.000446 12.919042
9.974247 0.674098 11.149515
10.772923 1.082964 11.568495
10.340131 -0.002971 10.526366
8.072811 4.068795 18.056604
9.050111 4.013195 18.206244
7.720982 3.206019 18.391929
17.298329 4.128632 9.792946
17.693079 4.926071 9.358363
18.024055 3.454987 9.781404
